created_at,entry_id,voltage,current,power,energy,frequency,power factor,temp
2/15/2025 12:17,344,164.71,0.133,19.4,0.019,49.52,0.5,32.3
2/15/2025 12:18,345,267.77,0.114,244.6,0.204,49.51,0.76,102.6
2/15/2025 12:18,346,230.2,0.063,86.7,0.102,49.59,0.49,42.8
2/15/2025 12:19,347,212.53,0.038,8.8,0.009,50.08,0.43,29.9
2/15/2025 12:20,348,209.46,0.075,16.1,0.013,49.94,0.65,32
2/15/2025 12:21,349,194.99,0.048,9.8,0.012,50.14,0.61,30.1
2/15/2025 12:21,350,228.78,0.05,72.9,0.06,50.18,0.41,39.9
2/15/2025 12:22,351,224.37,0.05,80.8,0.078,50.42,0.55,42.6
2/15/2025 12:23,352,225.66,0.063,51.7,0.051,50.18,0.43,36.8
2/15/2025 12:24,353,206.16,0.079,14.2,0.015,50.08,0.55,32.3
2/15/2025 12:24,354,177.92,0.125,21,0.024,49.93,0.64,31.7
2/15/2025 12:25,355,218.2,0.028,6.7,0.006,49.91,0.45,28.2
2/15/2025 12:26,356,212.18,0.049,10.6,0.01,50.19,0.61,29.8
2/15/2025 12:27,357,218.64,0.063,13,0.01,50.37,0.65,29.5
2/15/2025 12:27,358,219.68,0.059,15,0.013,49.93,0.43,30.7
2/15/2025 12:28,359,267.97,0.087,234.1,0.212,49.89,0.82,97.7
2/15/2025 12:29,360,183.9,0.025,5.1,0.005,50.23,0.6,28.3
2/15/2025 12:30,361,175.11,0.128,22,0.018,49.51,0.49,30.7
2/15/2025 12:30,362,205.17,0.027,5,0.006,50.09,0.68,28.9
2/15/2025 12:31,363,192.28,0.057,9.8,0.008,50.43,0.57,31.4
2/15/2025 12:32,364,199.67,0.044,9.6,0.01,50.43,0.41,30.7
2/15/2025 12:33,365,190.81,0.051,9.9,0.008,49.7,0.52,29.9
2/15/2025 12:33,366,188.91,0.02,4.6,0.005,49.98,0.7,29.8
2/15/2025 12:34,367,252.35,0.114,334.7,0.328,49.55,0.87,91.3
2/15/2025 12:35,368,168.21,0.079,12.1,0.012,49.84,0.54,30.3
2/15/2025 12:36,369,236.23,0.026,92.6,0.093,50.27,0.46,44.9
2/15/2025 12:36,370,218.13,0.026,6.7,0.007,50.25,0.41,30.5
2/15/2025 12:37,371,164.45,0.116,18,0.019,50.11,0.43,32
2/15/2025 12:38,372,189.67,0.056,10.3,0.01,49.79,0.51,28.8
2/15/2025 12:39,373,217.49,0.05,10.7,0.011,49.88,0.51,30.2
2/15/2025 12:39,374,190.8,0.053,11.7,0.01,49.53,0.47,31.9
2/15/2025 12:40,375,215.75,0.076,16.4,0.02,49.8,0.47,31.7
2/15/2025 12:41,376,217.58,0.038,8.9,0.008,49.55,0.67,31.1
2/15/2025 12:42,377,222.99,0.061,56.3,0.049,49.79,0.67,36.9
2/15/2025 12:42,378,211.37,0.063,11.8,0.011,50.46,0.48,29.9
2/15/2025 12:43,379,162.58,0.089,15.5,0.015,50.05,0.44,32
2/15/2025 12:44,380,181.3,0.043,6.8,0.008,50.24,0.67,28.8
2/15/2025 12:45,381,191.07,0.042,8.3,0.007,50.21,0.56,30.9
2/15/2025 12:45,382,234.2,0.08,88.9,0.1,50.07,0.46,43.8
2/15/2025 12:46,383,239.12,0.052,84.2,0.1,49.68,0.5,42.7
2/15/2025 12:47,384,160.44,0.097,17.9,0.015,49.93,0.63,32.8
2/15/2025 12:48,385,205.32,0.077,13.6,0.015,50.14,0.47,30.8
2/15/2025 12:48,386,177.43,0.099,18.7,0.016,49.71,0.7,32.4
2/15/2025 12:49,387,197.75,0.03,6.1,0.006,49.67,0.62,29.1
2/15/2025 12:50,388,166.64,0.115,21.2,0.021,50.03,0.44,33.3
2/15/2025 12:51,389,221.01,0.021,81.5,0.098,50.5,0.66,40.8
2/15/2025 12:51,390,216.76,0.068,14.6,0.014,49.96,0.44,30.5
2/15/2025 12:52,391,182.28,0.029,4.7,0.005,50.5,0.45,28.2
2/15/2025 12:53,392,232.92,0.022,82.8,0.092,49.99,0.7,40.9
2/15/2025 12:54,393,203.79,0.047,11.2,0.011,49.55,0.52,30.1
2/15/2025 12:54,394,215.95,0.058,13.8,0.015,50.14,0.47,31.9
2/15/2025 12:55,395,224.51,0.08,91.5,0.108,49.65,0.55,44
2/15/2025 12:56,396,230.36,0.066,99.9,0.09,50.24,0.57,44.6
2/15/2025 12:57,397,177.92,0.118,23.8,0.024,49.72,0.5,32.1
2/15/2025 12:57,398,180.34,0.079,17,0.02,49.98,0.69,31
2/15/2025 12:58,399,254.49,0.116,211.3,0.193,49.59,0.83,101.8
2/15/2025 12:59,400,221.3,0.078,81.9,0.084,49.98,0.65,42.6
2/15/2025 13:00,401,227.18,0.031,60,0.062,50.18,0.7,37.1
2/15/2025 13:00,402,251.54,0.078,310.5,0.36,49.82,0.86,91.2
2/15/2025 13:01,403,223.83,0.062,69,0.082,49.56,0.63,39.4
2/15/2025 13:02,404,264.85,0.073,280.2,0.311,50.08,0.89,104.7
2/15/2025 13:03,405,180.76,0.074,13.9,0.016,50.38,0.53,30.8
2/15/2025 13:03,406,206.97,0.074,17.2,0.015,50.11,0.7,31.6
2/15/2025 13:04,407,226.14,0.041,86.2,0.086,50.07,0.61,43.7
2/15/2025 13:05,408,188.81,0.038,7.3,0.007,50.07,0.42,29.7
2/15/2025 13:06,409,212.08,0.045,9.1,0.011,49.68,0.6,31.3
2/15/2025 13:06,410,232.58,0.027,72.9,0.059,49.94,0.51,41.2
2/15/2025 13:07,411,185.15,0.04,7.4,0.007,50.27,0.53,28.3
2/15/2025 13:08,412,233.09,0.051,58.1,0.052,49.74,0.53,39.5
2/15/2025 13:09,413,191.53,0.036,6.8,0.007,49.94,0.52,29.8
2/15/2025 13:09,414,184.73,0.021,3.7,0.003,49.84,0.63,29.8
2/15/2025 13:10,415,231.15,0.037,70,0.067,49.91,0.43,41.6
2/15/2025 13:11,416,166.82,0.096,14,0.012,49.54,0.49,31.9
2/15/2025 13:12,417,187.42,0.059,13.2,0.012,49.78,0.69,29.7
2/15/2025 13:12,418,194.38,0.076,17.6,0.02,49.81,0.52,30.7
2/15/2025 13:13,419,234.87,0.045,58.3,0.057,50.13,0.52,37.8
2/15/2025 13:14,420,266.09,0.112,282.3,0.256,50.5,0.93,103.6
2/15/2025 13:15,421,230.72,0.021,83.3,0.096,50.19,0.52,42
2/15/2025 13:15,422,224.47,0.056,96.3,0.098,50.29,0.46,44.1
2/15/2025 13:16,423,183.01,0.051,9.5,0.01,49.78,0.47,31.4
2/15/2025 13:17,424,186.28,0.032,7.1,0.006,50.11,0.53,30.8
2/15/2025 13:18,425,215.82,0.021,5.2,0.005,50.43,0.55,29.9
2/15/2025 13:18,426,264.9,0.074,222,0.194,49.83,0.83,97.4
2/15/2025 13:19,427,184.96,0.055,10.5,0.012,50.35,0.54,31.1
2/15/2025 13:20,428,171.25,0.076,12.6,0.011,50.22,0.55,31.4
2/15/2025 13:21,429,185.19,0.064,13.6,0.016,50.07,0.63,31.5
2/15/2025 13:21,430,163.28,0.076,11.9,0.012,50.5,0.53,31.2
2/15/2025 13:22,431,192.27,0.024,4.7,0.005,50.5,0.51,30.5
2/15/2025 13:23,432,221.36,0.056,53.9,0.044,49.87,0.62,36.5
2/15/2025 13:24,433,197.33,0.068,15.1,0.017,50.02,0.49,31.9
2/15/2025 13:24,434,165.8,0.085,15.3,0.016,50.15,0.52,29.8
2/15/2025 13:25,435,210.46,0.044,9.9,0.009,49.63,0.52,29.3
2/15/2025 13:26,436,233.55,0.052,84.5,0.1,49.61,0.65,42.8
2/15/2025 13:27,437,165.94,0.109,19.7,0.018,50.03,0.61,31.6
2/15/2025 13:27,438,232.17,0.048,53.8,0.043,49.88,0.58,37.9
2/15/2025 13:28,439,187.49,0.03,6.5,0.007,50.17,0.6,29.9
2/15/2025 13:29,440,205.7,0.062,13.2,0.011,50.45,0.65,30
2/15/2025 13:30,441,235.39,0.026,72.8,0.07,50.34,0.51,39.3
2/15/2025 13:30,442,250.85,0.079,297,0.319,49.76,0.93,103.7
2/15/2025 13:31,443,200.2,0.057,13.6,0.013,49.89,0.54,29.5
2/15/2025 13:32,444,199.72,0.027,5.5,0.004,49.9,0.43,28
2/15/2025 13:33,445,234.97,0.032,63.9,0.064,49.94,0.48,39.8
2/15/2025 13:33,446,161.06,0.131,22.9,0.023,49.97,0.55,32.1
2/15/2025 13:34,447,209.98,0.052,11.9,0.013,49.88,0.52,30.1
2/15/2025 13:35,448,207.2,0.073,16.6,0.019,50.21,0.69,31.7
2/15/2025 13:36,449,189.49,0.023,4.6,0.006,49.92,0.46,29.3
2/15/2025 13:36,450,198.91,0.063,14.9,0.017,49.79,0.5,30.6
2/15/2025 13:37,451,186.02,0.066,12,0.014,50.43,0.41,32
2/15/2025 13:38,452,211.22,0.043,9.4,0.009,50.12,0.43,30.4
2/15/2025 13:39,453,181.06,0.053,10.1,0.01,49.57,0.67,30.5
2/15/2025 13:39,454,170.22,0.11,16.3,0.017,50.31,0.62,30.3
2/15/2025 13:40,455,200.55,0.077,13.5,0.013,50.1,0.47,31.6
2/15/2025 13:41,456,181.09,0.057,10.5,0.009,50.5,0.67,29.6
2/15/2025 13:42,457,198.99,0.067,15.6,0.015,50.31,0.55,30.8
2/15/2025 13:42,458,210.62,0.048,11,0.01,49.82,0.68,30.9
2/15/2025 13:43,459,196.27,0.053,12.3,0.011,49.66,0.55,30.2
2/15/2025 13:44,460,177.77,0.149,27.8,0.031,50.36,0.61,31.8
2/15/2025 13:45,461,161.42,0.071,10.9,0.01,49.74,0.42,30.4
2/15/2025 13:45,462,227.76,0.02,97.7,0.106,50.23,0.68,43.9
2/15/2025 13:46,463,226.41,0.064,77.3,0.082,50.12,0.61,40.1
2/15/2025 13:47,464,206.04,0.036,6.7,0.006,49.87,0.55,28.3
2/15/2025 13:48,465,225.91,0.064,80.2,0.081,50.48,0.62,42.1
2/15/2025 13:48,466,189.31,0.021,4.3,0.004,49.62,0.62,28.5
2/15/2025 13:49,467,235.04,0.039,55.3,0.047,49.56,0.43,37.5
2/15/2025 13:50,468,222.39,0.072,76.5,0.064,50.21,0.51,40
2/15/2025 13:51,469,200.29,0.033,7.7,0.009,49.84,0.51,30
2/15/2025 13:51,470,183.79,0.056,12.1,0.011,50.41,0.69,29.8
2/15/2025 13:52,471,194.33,0.064,14.1,0.013,50.22,0.64,30.4
2/15/2025 13:53,472,161.84,0.116,22.4,0.025,49.94,0.56,31.6
2/15/2025 13:54,473,169.64,0.107,18.8,0.022,50.1,0.58,30.5
2/15/2025 13:54,474,226.37,0.073,75.1,0.076,49.69,0.61,42.2
2/15/2025 13:55,475,161.73,0.129,19.7,0.021,50.2,0.5,32.7
2/15/2025 13:56,476,232.14,0.066,51,0.046,49.59,0.53,38.2
2/15/2025 13:57,477,230.98,0.04,94.8,0.092,50.29,0.47,45.6
2/15/2025 13:57,478,225.56,0.025,95.1,0.109,49.55,0.49,44.2
2/15/2025 13:58,479,174.6,0.085,14.4,0.015,49.98,0.62,32.3
2/15/2025 13:59,480,174.19,0.088,15.3,0.012,49.64,0.5,30.6
2/15/2025 14:00,481,224.51,0.078,62.1,0.058,49.82,0.5,39.4
2/15/2025 14:00,482,203.13,0.029,5,0.004,49.61,0.64,28.2
2/15/2025 14:01,483,203.14,0.024,5.6,0.006,49.74,0.67,28.1
2/15/2025 14:02,484,225.12,0.063,53.1,0.061,49.81,0.46,37.4
2/15/2025 14:03,485,182.61,0.066,12.6,0.012,50.24,0.69,29.8
2/15/2025 14:03,486,178.26,0.124,22.1,0.023,50.25,0.63,33.4
2/15/2025 14:04,487,197.6,0.058,11.5,0.012,49.92,0.45,30.3
2/15/2025 14:05,488,227.96,0.05,70.7,0.079,49.91,0.61,40.3
2/15/2025 14:06,489,227.77,0.025,60.4,0.05,50,0.55,39.2
2/15/2025 14:06,490,223.67,0.045,78.8,0.076,50.1,0.68,40.7
2/15/2025 14:07,491,183.21,0.039,6.7,0.007,49.63,0.66,30.6
2/15/2025 14:08,492,207.5,0.076,18,0.018,50.2,0.57,31.8
2/15/2025 14:09,493,207.73,0.025,5,0.005,50.45,0.69,29.5
2/15/2025 14:09,494,191.14,0.062,10.3,0.009,50.17,0.49,28.9
2/15/2025 14:10,495,198.62,0.024,4.1,0.004,49.68,0.63,28.7
2/15/2025 14:11,496,190.43,0.05,10.3,0.011,50.1,0.68,29.4
2/15/2025 14:12,497,233.04,0.025,61.7,0.065,49.76,0.46,38.7
2/15/2025 14:12,498,194.91,0.038,7.9,0.009,50.17,0.63,29.4
2/15/2025 14:13,499,207.26,0.068,14.3,0.016,50.49,0.42,29.5
2/15/2025 14:14,500,167.69,0.08,15.6,0.013,49.82,0.46,32.4
2/16/2025 8:12,501,229.46,0.119,24.8,1.881,49.82,0.91,31.8
2/16/2025 8:13,502,229.46,0.103,16.8,29.705,49.65,0.71,31.7
2/16/2025 8:14,503,229.47,0.065,10.6,51.206,49.79,0.71,31.8
2/16/2025 8:15,504,229.48,0.123,11.6,29.331,49.53,0.41,31.8
2/16/2025 8:16,505,229.5,0.102,10.2,12.461,49.72,0.43,31.8
2/16/2025 8:17,506,229.53,0.111,21.5,40.796,50.21,0.85,31.8
2/16/2025 8:18,507,229.57,0.056,11.8,50.188,49.68,0.92,31.8
2/16/2025 8:19,508,229.58,0.112,13.8,51.57,49.63,0.54,31.9
2/16/2025 8:20,509,229.61,0.023,3,11.713,49.61,0.57,32
2/16/2025 8:21,510,229.61,0.131,15.5,30.502,50.18,0.52,31.9
2/16/2025 8:22,511,229.61,0.077,16.7,45.426,49.66,0.94,31.9
2/16/2025 8:23,512,229.62,0.136,26.3,44.173,49.85,0.85,32
2/16/2025 8:24,513,229.65,0.085,12.3,12.588,49.78,0.63,32.1
2/16/2025 8:25,514,229.65,0.102,14.2,34.134,50.43,0.61,32
2/16/2025 8:26,515,229.66,0.108,11.8,14.655,49.62,0.48,32.1
2/16/2025 8:27,516,229.66,0.088,18.3,19.61,50.31,0.9,32.1
2/16/2025 8:28,517,229.72,0.065,6.4,16.93,50.37,0.43,32.1
2/16/2025 8:29,518,229.75,0.098,11.1,7.766,50.13,0.49,32.2
2/16/2025 8:30,519,229.75,0.036,6.6,52.363,50.3,0.79,32.2
2/16/2025 8:31,520,229.79,0.129,16.1,24.62,49.99,0.54,32.3
2/16/2025 8:32,521,229.83,0.054,7.8,28.461,50.02,0.62,32.3
2/16/2025 8:33,522,229.83,0.039,3.9,50.991,50.25,0.44,32.3
2/16/2025 8:34,523,229.86,0.027,2.7,4.134,49.62,0.44,32.3
2/16/2025 8:35,524,229.88,0.131,12.9,12.386,49.88,0.43,32.4
2/16/2025 8:36,525,229.88,0.024,5.2,13.247,49.54,0.93,32.3
2/16/2025 8:37,526,229.92,0.093,16.5,53.773,49.58,0.77,32.4
2/16/2025 8:38,527,229.95,0.066,10.6,0.483,50,0.7,32.4
2/16/2025 8:39,528,229.95,0.036,4.5,13.359,49.93,0.55,32.4
2/16/2025 8:40,529,229.95,0.122,24.1,48.481,49.56,0.86,32.4
2/16/2025 8:41,530,229.99,0.065,12.9,5.547,49.54,0.87,32.4
2/16/2025 8:42,531,230.01,0.06,13.5,35.154,49.59,0.98,32.5
2/16/2025 8:43,532,230.04,0.091,17.5,33.419,49.98,0.84,32.5
2/16/2025 8:44,533,230.05,0.119,19.1,13.782,49.78,0.7,32.5
2/16/2025 8:45,534,230.05,0.018,4,49.122,49.96,0.95,32.5
2/16/2025 8:46,535,230.1,0.053,10.7,15.786,50.38,0.89,32.5
2/16/2025 8:47,536,230.1,0.107,14.8,23.891,49.56,0.6,32.5
2/16/2025 8:48,537,230.12,0.02,4,25.681,50.48,0.86,32.5
2/16/2025 8:49,538,230.15,0.079,7.4,28.902,50.07,0.41,32.5
2/16/2025 8:50,539,230.2,0.131,28.1,27.735,50.4,0.93,32.6
2/16/2025 8:51,540,230.2,0.097,10,44.85,49.96,0.45,32.6
2/16/2025 8:52,541,230.22,0.136,13.3,12.979,49.93,0.42,32.6
2/16/2025 8:53,542,230.23,0.124,22.4,19.403,50.43,0.79,32.6
2/16/2025 8:54,543,230.23,0.057,8.5,43.362,50.04,0.65,32.6
2/16/2025 8:55,544,230.24,0.044,7.8,26.569,50.48,0.77,32.7
2/16/2025 8:56,545,230.25,0.04,8.8,10.692,49.88,0.95,32.7
2/16/2025 8:57,546,230.27,0.074,10.6,36.135,50.44,0.63,32.7
2/16/2025 8:58,547,230.29,0.078,8.2,20.638,49.82,0.45,32.7
2/16/2025 8:59,548,230.3,0.132,17.7,44.674,50.29,0.58,32.7
2/16/2025 9:00,549,230.32,0.095,20,46.417,50.16,0.91,32.7
2/16/2025 9:01,550,230.33,0.1,12.1,14.205,49.59,0.52,32.8
2/16/2025 9:02,551,230.33,0.031,3.1,23.859,50.24,0.43,32.8
2/16/2025 9:03,552,230.34,0.044,5.5,16.078,49.69,0.54,32.8
2/16/2025 9:04,553,230.37,0.117,21.9,17.826,49.87,0.81,32.8
2/16/2025 9:05,554,230.37,0.033,3.5,53.788,49.76,0.46,32.8
2/16/2025 9:06,555,230.39,0.019,4.3,50.978,50.02,0.96,32.8
2/16/2025 9:07,556,230.43,0.067,13.8,38.231,49.52,0.9,32.9
2/16/2025 9:08,557,230.44,0.052,5.3,1.949,49.84,0.44,32.9
2/16/2025 9:09,558,230.45,0.098,13.9,41.411,50.09,0.62,32.9
2/16/2025 9:10,559,230.46,0.05,4.7,53.182,50.38,0.41,33
2/16/2025 9:11,560,230.48,0.067,12.7,44.528,49.93,0.83,33
2/16/2025 9:12,561,230.49,0.109,21,50.479,50.11,0.83,33
2/16/2025 9:13,562,230.51,0.021,2.1,2.361,49.87,0.43,33.1
2/16/2025 9:14,563,230.52,0.033,4,36.01,50.4,0.53,33.1
2/16/2025 9:15,564,230.52,0.062,11.4,42.003,50.26,0.8,33.1
2/16/2025 9:16,565,230.52,0.094,19.2,49.044,50.49,0.88,33.1
2/16/2025 9:17,566,230.53,0.042,8.3,18.85,50.24,0.86,31.7
2/16/2025 9:18,567,230.54,0.076,11.2,37.165,49.85,0.64,31.8
2/16/2025 9:19,568,230.55,0.112,10.9,17.475,50.21,0.42,31.8
2/16/2025 9:20,569,230.55,0.067,6.2,26.151,50.25,0.4,31.8
2/16/2025 9:21,570,230.55,0.063,10.9,27.777,49.97,0.75,31.8
2/16/2025 9:22,571,230.56,0.061,9,15.944,49.63,0.64,31.8
2/16/2025 9:23,572,230.62,0.125,25.4,46.106,49.58,0.88,31.8
2/16/2025 9:24,573,230.63,0.109,23.4,31.955,49.84,0.93,31.9
2/16/2025 9:25,574,230.64,0.037,7.6,13.332,50.44,0.89,31.9
2/16/2025 9:26,575,230.66,0.107,15.8,8.507,50.12,0.64,32
2/16/2025 9:27,576,230.66,0.081,15.6,35.579,49.55,0.84,31.9
2/16/2025 9:28,577,230.67,0.068,12.2,23.979,50.05,0.78,32
2/16/2025 9:29,578,230.69,0.051,9.8,7.969,49.84,0.83,32
2/16/2025 9:30,579,230.71,0.104,10.7,10.743,49.68,0.45,32.1
2/16/2025 9:31,580,230.71,0.045,5.9,22.311,50.22,0.57,32.1
2/16/2025 9:32,581,230.71,0.094,10.6,37.238,50.13,0.49,32.1
2/16/2025 9:33,582,230.73,0.021,3.8,13.963,49.89,0.79,32.2
2/16/2025 9:34,583,230.73,0.056,11.1,49.444,49.54,0.86,32.1
2/16/2025 9:35,584,230.74,0.067,7.4,18.787,50.44,0.48,32.2
2/16/2025 9:36,585,230.75,0.044,9.7,17.432,50.34,0.97,32.3
2/16/2025 9:37,586,230.77,0.11,22.1,16.437,49.65,0.87,32.3
2/16/2025 9:38,587,230.78,0.053,5.2,21.116,49.66,0.43,32.3
2/16/2025 9:39,588,230.79,0.111,16.1,5.302,50.35,0.63,32.3
2/16/2025 9:40,589,230.8,0.056,6.6,23.202,49.81,0.51,32.3
2/16/2025 9:41,590,230.81,0.024,3.4,2.842,49.93,0.63,32.4
2/16/2025 9:42,591,230.81,0.128,20.9,3.537,49.89,0.7,32.4
2/16/2025 9:43,592,230.81,0.122,25.9,12.08,50.21,0.92,32.4
2/16/2025 9:44,593,230.81,0.123,14.4,53.676,50.23,0.51,32.4
2/16/2025 9:45,594,230.84,0.024,5.4,35.869,50.02,0.98,32.4
2/16/2025 9:46,595,230.86,0.116,17.1,4.241,50.09,0.64,32.5
2/16/2025 9:47,596,230.86,0.057,11.3,8.717,49.93,0.86,32.4
2/16/2025 9:48,597,230.88,0.12,17.1,2.955,50.06,0.62,32.5
2/16/2025 9:49,598,230.88,0.122,27.3,51.476,50.47,0.97,32.5
2/16/2025 9:50,599,230.89,0.038,3.9,38.235,50.47,0.45,32.5
2/16/2025 9:51,600,230.89,0.019,4,44.199,50.14,0.92,32.5
2/16/2025 9:52,601,230.9,0.119,22.5,32.65,50.42,0.82,32.5
2/16/2025 9:53,602,230.91,0.095,11.1,6.669,49.7,0.51,32.5
2/16/2025 9:54,603,230.91,0.022,2.4,11.041,50.1,0.48,32.5
2/16/2025 9:55,604,230.92,0.033,6.2,12.576,50.48,0.81,32.6
2/16/2025 9:56,605,230.94,0.055,7.7,45.374,49.56,0.61,32.6
2/16/2025 9:57,606,230.97,0.064,14,5.489,50.34,0.95,32.6
2/16/2025 9:58,607,231.02,0.025,5.4,37.37,49.53,0.92,32.6
2/16/2025 9:59,608,231.07,0.09,13.7,38.387,50.01,0.66,32.6
2/16/2025 10:00,609,231.14,0.133,22.9,46.129,50.27,0.74,32.7
2/16/2025 10:01,610,231.16,0.076,12.2,30.289,50.35,0.7,32.7
2/16/2025 10:02,611,231.17,0.106,22.5,4.839,50.31,0.92,32.7
2/16/2025 10:03,612,231.18,0.129,20.9,34.12,50.12,0.7,32.7
2/16/2025 10:04,613,231.19,0.098,17.1,32.814,49.67,0.75,32.7
2/16/2025 10:05,614,231.23,0.123,23,46.569,49.99,0.81,32.7
2/16/2025 10:06,615,231.24,0.128,17.2,3.12,50.39,0.58,32.8
2/16/2025 10:07,616,231.25,0.059,10.3,46.677,49.55,0.75,32.8
2/16/2025 10:08,617,231.26,0.123,23.2,25.462,49.63,0.81,32.8
2/16/2025 10:09,618,231.26,0.124,21.4,35.891,49.52,0.75,32.8
2/16/2025 10:10,619,231.28,0.049,6.9,2.962,49.74,0.62,32.8
2/16/2025 10:11,620,231.28,0.081,16.5,14.1,49.64,0.89,32.8
2/16/2025 10:12,621,231.29,0.03,6.8,25.013,49.53,0.97,32.9
2/16/2025 10:13,622,231.32,0.13,27.6,1.532,50.45,0.91,32.9
2/16/2025 10:14,623,231.33,0.132,13.8,44.933,50.05,0.45,32.9
2/16/2025 10:15,624,231.37,0.073,10.2,3.748,50.24,0.6,33.1
2/16/2025 10:16,625,231.37,0.074,11.6,24.107,50.25,0.68,33
2/16/2025 10:17,626,231.37,0.078,12.5,24.468,50.43,0.69,33
2/16/2025 10:18,627,231.37,0.121,22,32.955,49.73,0.79,33
2/16/2025 10:19,628,231.38,0.055,11.1,28.944,50.44,0.87,33.1
2/16/2025 10:20,629,231.39,0.067,12.6,15.437,49.99,0.81,33.1
2/16/2025 10:21,630,231.4,0.023,2.4,6.136,50.47,0.46,33.1
2/16/2025 10:22,631,231.42,0.048,6.4,27.882,49.95,0.57,33.1
2/16/2025 10:23,632,231.42,0.12,21.5,46.028,49.52,0.78,33.1
2/16/2025 10:24,633,231.44,0.096,13.1,15.842,49.53,0.59,33.2
2/16/2025 10:25,634,231.46,0.065,9.6,25.816,49.61,0.64,33.2
2/16/2025 10:26,635,231.46,0.062,9.3,33.012,49.81,0.65,33.2
2/16/2025 10:27,636,231.48,0.072,14.8,38.307,50.35,0.88,33.2
2/16/2025 10:28,637,231.49,0.074,13.3,50.312,49.56,0.78,33.2
2/16/2025 10:29,638,231.51,0.055,8.2,10.991,49.99,0.65,33.2
2/16/2025 10:30,639,231.51,0.095,18.2,26.325,49.97,0.82,33.2
2/16/2025 10:31,640,231.52,0.02,3,7.102,49.66,0.65,33.2
2/16/2025 10:32,641,231.56,0.089,12.2,4.868,49.68,0.59,33.2
2/16/2025 10:33,642,231.56,0.124,12.4,40.934,49.61,0.43,33.2
2/16/2025 10:34,643,231.57,0.13,13.4,14.268,50.25,0.44,33.3
2/16/2025 10:35,644,231.57,0.028,4.2,52.599,50.11,0.65,33.3
2/16/2025 10:36,645,231.58,0.082,16.5,33.942,49.61,0.87,33.3
2/16/2025 10:37,646,231.59,0.125,18.2,15.385,49.87,0.63,33.3
2/16/2025 10:38,647,231.6,0.1,15.6,0.863,49.67,0.67,33.3
2/16/2025 10:39,648,231.63,0.022,4.1,8.733,49.74,0.79,33.3
2/16/2025 10:40,649,231.63,0.029,4.5,54.712,50.48,0.66,33.3
2/16/2025 10:41,650,231.64,0.13,28.7,37.962,49.74,0.95,33.3
2/16/2025 10:42,651,231.66,0.053,11.5,21.403,49.51,0.94,33.3
2/16/2025 10:43,652,231.66,0.058,12.2,30.357,50.43,0.9,33.3
2/16/2025 10:44,653,231.67,0.079,13.2,22.591,49.7,0.72,33.4
2/16/2025 10:45,654,231.69,0.133,25.9,0.137,49.83,0.84,33.4
2/16/2025 10:46,655,231.7,0.079,15,13.009,50.36,0.82,33.4
2/16/2025 10:47,656,231.71,0.06,9.4,12.556,50.05,0.67,33.4
2/16/2025 10:48,657,231.74,0.124,19.8,18.107,49.84,0.69,33.5
2/16/2025 10:49,658,231.74,0.114,14.3,36.603,49.92,0.54,33.4
2/16/2025 10:50,659,231.76,0.046,7.7,14.302,49.57,0.72,33.5
2/16/2025 10:51,660,231.76,0.039,5.7,16.955,50.48,0.63,33.5
2/16/2025 10:52,661,231.79,0.089,17,43.809,49.82,0.82,33.5
2/16/2025 10:53,662,231.79,0.03,4.6,51.415,50.5,0.66,33.5
2/16/2025 10:54,663,231.86,0.025,5.7,1.726,49.69,0.97,33.5
2/16/2025 10:55,664,231.95,0.09,8.6,6.009,50,0.41,33.5
2/16/2025 10:56,665,231.95,0.108,11.5,15.983,49.85,0.46,33.5
2/16/2025 10:57,666,231.96,0.074,7.9,30.773,50.45,0.46,33.6
2/16/2025 10:58,667,231.98,0.066,6.1,23.703,49.69,0.4,33.6
2/16/2025 10:59,668,231.99,0.118,20.6,45.704,49.55,0.76,33.6
2/16/2025 11:00,669,232.02,0.041,8.3,32.285,49.67,0.88,33.6
2/16/2025 11:01,670,232.03,0.045,5.7,10.894,49.87,0.54,33.6
2/16/2025 11:02,671,232.05,0.07,8.5,28.972,49.85,0.52,33.6
2/16/2025 11:03,672,232.06,0.127,19.4,29.462,50.15,0.66,33.6
2/16/2025 11:04,673,232.07,0.028,4.7,1.01,49.91,0.73,33.6
2/16/2025 11:05,674,232.07,0.062,5.9,6.931,49.86,0.41,33.6
2/16/2025 11:06,675,232.1,0.128,26.5,26.351,49.93,0.89,33.7
2/16/2025 11:07,676,232.12,0.058,6.3,25.546,49.87,0.47,33.7
2/16/2025 11:08,677,232.12,0.083,17.9,28.483,50.02,0.93,33.7
2/16/2025 11:09,678,232.13,0.091,13.3,14.321,50.22,0.63,33.7
2/16/2025 11:10,679,232.13,0.131,19.8,34.421,49.78,0.65,33.7
2/16/2025 11:11,680,232.13,0.02,2.9,48.695,49.96,0.62,33.7
2/16/2025 11:12,681,232.15,0.051,6.3,32.557,49.59,0.53,33.7
2/16/2025 11:13,682,232.15,0.09,16.9,32.667,50.01,0.81,33.7
2/16/2025 11:14,683,232.17,0.037,6.7,3.581,50.22,0.77,33.7
2/16/2025 11:15,684,232.17,0.129,24.6,45.342,49.65,0.82,33.7
2/16/2025 11:16,685,232.18,0.032,3.8,28.205,49.76,0.51,33.8
2/16/2025 11:17,686,232.18,0.082,12.8,42.443,50.29,0.67,33.8
